region,q,jalali_year,season,season_label,rent_toman_m2,rent_rial_m2
18,22,1393,1,تابستان,9899.3,98993.0
18,23,1393,2,پاییز,10211.1,102111.0
18,24,1393,3,زمستان,9626.0,96260.0
18,25,1394,0,بهار,10330.2,103302.0
18,26,1394,1,تابستان,10859.4,108594.0
18,27,1394,2,پاییز,10986.8,109868.0
18,28,1394,3,زمستان,10356.4,103564.0
18,29,1395,0,بهار,11160.6,111606.0
18,30,1395,1,تابستان,11711.1,117111.0
18,31,1395,2,پاییز,11782.1,117821.0
18,32,1395,3,زمستان,11243.9,112439.0
18,33,1396,0,بهار,11988.9,119889.0
18,34,1396,1,تابستان,12828.7,128287.0
18,35,1396,2,پاییز,12967.9,129679.0
18,36,1396,3,زمستان,13657.3,136573.0
18,37,1397,0,بهار,14661.8,146618.0
18,38,1397,1,تابستان,16593.8,165938.0
18,39,1397,2,پاییز,16606.2,166062.0
18,40,1397,3,زمستان,16620.8,166208.0
18,41,1398,0,بهار,19401.0,194010.0
18,42,1398,1,تابستان,20891.7,208917.0
18,43,1398,2,پاییز,21835.8,218358.0
18,44,1398,3,زمستان,23911.0,239110.0
18,45,1399,0,بهار,26802.8,268028.0
18,46,1399,1,تابستان,31282.7,312827.0
18,47,1399,2,پاییز,31021.9,310219.0
18,48,1399,3,زمستان,35108.6,351086.0
18,49,1400,0,بهار,42639.6,426396.0
18,50,1400,1,تابستان,48049.2,480492.0
19,1,1388,0,بهار,4886.1,48861.0
19,2,1388,1,تابستان,4806.0,48060.0
19,3,1388,2,پاییز,4668.2,46682.0
19,6,1389,1,تابستان,4970.6,49706.0
19,8,1389,3,زمستان,4991.7,49917.0
19,9,1390,0,بهار,5217.8,52178.0
19,10,1390,1,تابستان,5521.0,55210.0
19,11,1390,2,پاییز,5975.3,59753.0
19,12,1390,3,زمستان,6151.3,61513.0
19,13,1391,0,بهار,6561.0,65610.0
19,14,1391,1,تابستان,7299.8,72998.0
19,15,1391,2,پاییز,7824.9,78249.0
19,16,1391,3,زمستان,8041.0,80410.0
19,17,1392,0,بهار,8416.2,84162.0
19,18,1392,1,تابستان,8921.4,89214.0
19,19,1392,2,پاییز,9025.6,90256.0
19,20,1392,3,زمستان,8278.8,82788.0
19,21,1393,0,بهار,8889.1,88891.0
19,22,1393,1,تابستان,9587.4,95874.0
19,23,1393,2,پاییز,9953.8,99538.0
19,24,1393,3,زمستان,9348.4,93484.0
19,25,1394,0,بهار,10001.2,100012.0
19,26,1394,1,تابستان,10470.0,104700.0
19,27,1394,2,پاییز,10693.4,106934.0
19,28,1394,3,زمستان,10036.8,100368.0
19,29,1395,0,بهار,10784.8,107848.0
19,30,1395,1,تابستان,11264.3,112643.0
19,31,1395,2,پاییز,11441.2,114412.0
19,32,1395,3,زمستان,11021.3,110213.0
19,33,1396,0,بهار,11757.7,117577.0
19,34,1396,1,تابستان,12462.8,124628.0
19,35,1396,2,پاییز,12597.2,125972.0
19,36,1396,3,زمستان,13329.1,133291.0
19,37,1397,0,بهار,14341.8,143418.0
19,38,1397,1,تابستان,15892.6,158926.0
19,39,1397,2,پاییز,16130.8,161308.0
19,40,1397,3,زمستان,16144.0,161440.0
19,41,1398,0,بهار,18689.6,186896.0
19,42,1398,1,تابستان,20079.7,200797.0
19,43,1398,2,پاییز,20829.5,208295.0
19,44,1398,3,زمستان,22824.3,228243.0
19,45,1399,0,بهار,25731.2,257312.0
19,46,1399,1,تابستان,29644.5,296445.0
19,47,1399,2,پاییز,29650.7,296507.0
19,48,1399,3,زمستان,33270.6,332706.0
19,49,1400,0,بهار,40980.2,409802.0
19,50,1400,1,تابستان,46235.7,462357.0
20,1,1388,0,بهار,4902.8,49028.0
20,3,1388,2,پاییز,4363.7,43637.0
20,4,1388,3,زمستان,4431.0,44310.0
20,5,1389,0,بهار,4716.0,47160.0
20,6,1389,1,تابستان,4956.3,49563.0
20,7,1389,2,پاییز,4508.6,45086.0
20,8,1389,3,زمستان,4669.5,46695.0
20,9,1390,0,بهار,4968.0,49680.0
20,10,1390,1,تابستان,5603.1,56031.0
20,11,1390,2,پاییز,6090.0,60900.0
20,12,1390,3,زمستان,6265.0,62650.0
20,13,1391,0,بهار,6779.8,67798.0
20,14,1391,1,تابستان,7391.5,73915.0
20,15,1391,2,پاییز,7945.1,79451.0
20,16,1391,3,زمستان,8225.7,82257.0
20,17,1392,0,بهار,8557.8,85578.0
20,18,1392,1,تابستان,9368.7,93687.0
20,19,1392,2,پاییز,9585.9,95859.0
20,20,1392,3,زمستان,8616.7,86167.0
20,21,1393,0,بهار,9324.2,93242.0
20,22,1393,1,تابستان,10107.3,101073.0
20,23,1393,2,پاییز,10381.2,103812.0
20,24,1393,3,زمستان,9709.8,97098.0
20,25,1394,0,بهار,10513.9,105139.0
20,26,1394,1,تابستان,11152.5,111525.0
20,27,1394,2,پاییز,11192.4,111924.0
20,28,1394,3,زمستان,10484.9,104849.0
20,29,1395,0,بهار,11380.5,113805.0
20,30,1395,1,تابستان,12157.0,121570.0
20,31,1395,2,پاییز,12071.0,120710.0
20,32,1395,3,زمستان,11600.5,116005.0
20,33,1396,0,بهار,12223.4,122234.0
20,34,1396,1,تابستان,13375.9,133759.0
20,35,1396,2,پاییز,13540.7,135407.0
20,36,1396,3,زمستان,14261.8,142618.0
20,37,1397,0,بهار,14725.9,147259.0
20,38,1397,1,تابستان,16475.3,164753.0
20,39,1397,2,پاییز,16490.0,164900.0
20,40,1397,3,زمستان,16920.5,169205.0
20,41,1398,0,بهار,18609.6,186096.0
20,42,1398,1,تابستان,19878.3,198783.0
20,43,1398,2,پاییز,20598.7,205987.0
20,44,1398,3,زمستان,24420.7,244207.0
20,45,1399,0,بهار,26199.1,261991.0
20,46,1399,1,تابستان,29632.9,296329.0
20,47,1399,2,پاییز,29496.9,294969.0
20,48,1399,3,زمستان,31870.4,318704.0
20,49,1400,0,بهار,41836.8,418368.0
20,50,1400,1,تابستان,47501.1,475011.0
21,1,1388,0,بهار,5606.8,56068.0
21,2,1388,1,تابستان,5777.3,57773.0
21,3,1388,2,پاییز,5447.0,54470.0
21,4,1388,3,زمستان,5472.5,54725.0
21,5,1389,0,بهار,6010.3,60103.0
21,6,1389,1,تابستان,6717.1,67171.0
21,7,1389,2,پاییز,6586.6,65866.0
21,8,1389,3,زمستان,6685.7,66857.0
21,9,1390,0,بهار,6874.2,68742.0
21,10,1390,1,تابستان,7554.4,75544.0
21,11,1390,2,پاییز,8357.7,83577.0
21,12,1390,3,زمستان,9033.9,90339.0
21,13,1391,0,بهار,9851.7,98517.0
21,14,1391,1,تابستان,10801.6,108016.0
21,15,1391,2,پاییز,11856.8,118568.0
21,16,1391,3,زمستان,12358.6,123586.0
21,17,1392,0,بهار,12983.1,129831.0
21,18,1392,1,تابستان,13819.9,138199.0
21,19,1392,2,پاییز,14069.6,140696.0
21,20,1392,3,زمستان,12773.0,127730.0
21,21,1393,0,بهار,13658.2,136582.0
21,22,1393,1,تابستان,14634.8,146348.0
21,23,1393,2,پاییز,15123.1,151231.0
21,24,1393,3,زمستان,14371.5,143715.0
21,25,1394,0,بهار,15414.8,154148.0
21,26,1394,1,تابستان,16323.7,163237.0
21,27,1394,2,پاییز,16204.9,162049.0
21,28,1394,3,زمستان,15553.5,155535.0
21,29,1395,0,بهار,16745.4,167454.0
21,30,1395,1,تابستان,17747.5,177475.0
21,31,1395,2,پاییز,17523.9,175239.0
21,32,1395,3,زمستان,17013.7,170137.0
21,33,1396,0,بهار,18054.5,180545.0
21,34,1396,1,تابستان,19704.4,197044.0
21,35,1396,2,پاییز,19941.3,199413.0
21,36,1396,3,زمستان,21129.3,211293.0
21,37,1397,0,بهار,22234.6,222346.0
21,38,1397,1,تابستان,25424.7,254247.0
21,39,1397,2,پاییز,25441.7,254417.0
21,40,1397,3,زمستان,25583.1,255831.0
21,41,1398,0,بهار,31524.7,315247.0
21,42,1398,1,تابستان,34138.4,341384.0
21,43,1398,2,پاییز,34478.6,344786.0
21,44,1398,3,زمستان,40281.0,402810.0
21,45,1399,0,بهار,43179.0,431790.0
21,46,1399,1,تابستان,50642.8,506428.0
21,47,1399,2,پاییز,50613.9,506139.0
21,48,1399,3,زمستان,54529.2,545292.0
21,49,1400,0,بهار,67565.3,675653.0
21,50,1400,1,تابستان,70289.5,702895.0
22,1,1388,0,بهار,5976.3,59763.0
22,2,1388,1,تابستان,5119.1,51191.0
22,3,1388,2,پاییز,5248.3,52483.0
22,6,1389,1,تابستان,6713.7,67137.0
22,7,1389,2,پاییز,6856.4,68564.0
22,8,1389,3,زمستان,6953.7,69537.0
22,9,1390,0,بهار,7120.8,71208.0
22,10,1390,1,تابستان,7683.2,76832.0
22,11,1390,2,پاییز,7810.2,78102.0
22,12,1390,3,زمستان,8427.7,84277.0
22,13,1391,0,بهار,9396.7,93967.0
22,14,1391,1,تابستان,10639.2,106392.0
22,15,1391,2,پاییز,11673.8,116738.0
22,16,1391,3,زمستان,12472.7,124727.0
22,17,1392,0,بهار,13103.9,131039.0
22,18,1392,1,تابستان,14030.5,140305.0
22,19,1392,2,پاییز,14162.4,141624.0
22,20,1392,3,زمستان,12805.8,128058.0
22,21,1393,0,بهار,13850.7,138507.0
22,22,1393,1,تابستان,14970.4,149704.0
22,23,1393,2,پاییز,15554.0,155540.0
22,24,1393,3,زمستان,14890.7,148907.0
22,25,1394,0,بهار,15743.0,157430.0
22,26,1394,1,تابستان,16636.8,166368.0
22,27,1394,2,پاییز,16834.8,168348.0
22,28,1394,3,زمستان,16149.3,161493.0
22,29,1395,0,بهار,17192.1,171921.0
22,30,1395,1,تابستان,18168.2,181682.0
22,31,1395,2,پاییز,18295.6,182956.0
22,32,1395,3,زمستان,18077.0,180770.0
22,33,1396,0,بهار,18831.5,188315.0
22,34,1396,1,تابستان,20253.2,202532.0
22,35,1396,2,پاییز,20635.4,206354.0
22,36,1396,3,زمستان,22106.4,221064.0
22,37,1397,0,بهار,23369.2,233692.0
22,38,1397,1,تابستان,26254.7,262547.0
22,39,1397,2,پاییز,26895.1,268951.0
22,40,1397,3,زمستان,27244.2,272442.0
22,41,1398,0,بهار,33340.3,333403.0
22,42,1398,1,تابستان,36244.6,362446.0
22,43,1398,2,پاییز,36624.0,366240.0
22,44,1398,3,زمستان,43524.3,435243.0
22,45,1399,0,بهار,46953.0,469530.0
22,46,1399,1,تابستان,54490.1,544901.0
22,47,1399,2,پاییز,54298.1,542981.0
22,48,1399,3,زمستان,64326.4,643264.0
22,49,1400,0,بهار,75067.4,750674.0
22,50,1400,1,تابستان,82845.2,828452.0
