rank,city_id,native_key,name_fa,province_id,province_name_fa,have_region,census_rank_1395,population_1395,stockN,sampleSize,pricePsmMedian,trust,area_id
327,242408,242408,باشت,242294,کهگیلویه و بویر احمد,False,,,,,,SUPPRESSED,3da2e9e5-0d70-bfc4-2225-027ab116033b
328,242413,242413,باوی,242311,خوزستان,False,,,,,,SUPPRESSED,56a724f6-6bfa-6679-a0ff-50ac60607a76
329,242416,242416,بجستان,242302,خراسان رضوی,False,,,,,,SUPPRESSED,810158b5-0dbe-a77f-388d-0d5833015c73
330,242785,242785,بختگان,242297,فارس,False,,,,,,SUPPRESSED,79ed5ebe-fdff-492a-4186-ea7eac567e2a
331,242411,242411,بدره,242283,ایلام,False,,,,,,SUPPRESSED,8a12ca52-6d96-f1e3-0343-b1d77c4087c9
332,242424,242424,بروجرد,242284,لرستان‎,False,,,,,,SUPPRESSED,50632c98-9548-ff6a-8399-992cec139fea
333,242427,242427,بشاگرد,242310,هرمزگان,False,,,,,,SUPPRESSED,1470ea49-9e1b-a701-76c9-80021d60b08e
334,242434,242434,بن,242286,چهارمحال و بختیاری,False,,,,,,SUPPRESSED,2c8167d7-6bb3-a731-5930-eef7afe01fa2
335,242417,242417,بندرگز,242301,گلستان,False,,,,,,SUPPRESSED,3bfb18c3-78ff-d780-45e0-78a4916a88e8
336,242436,242436,بندر لنگه,,,,,,,,,SUPPRESSED,a58d2033-2033-792a-b7b8-19f84ed4f7b0
337,242438,242438,بندرماهشهر,242311,خوزستان,False,,,,,,SUPPRESSED,4265151f-7610-64d5-3fc6-c693173a7162
338,242439,242439,بهاباد,242309,یزد,False,,,,,,SUPPRESSED,1e5c9eaf-a875-eb2b-e494-1bfdacf3d16e
339,242419,242419,بهارستان,242305,تهران,False,,,,,,SUPPRESSED,10a3a94d-7b49-79c6-7b4a-a859771295af
340,242450,242450,بویراحمد,242294,کهگیلویه و بویر احمد,False,,,,,,SUPPRESSED,edd221ae-8bb9-7017-3bee-2b73589c1131
341,242428,242428,تربت جام,242302,خراسان رضوی,False,,,,,,SUPPRESSED,84c0d0dc-b8fd-28cb-54e4-9a44fcd136db
342,242431,242431,ترکمن,242301,گلستان,False,,,,,,SUPPRESSED,f7da8125-c843-9fb3-d113-52b6f0d6a9ed
343,242467,242467,تنگستان,242298,بوشهر,False,,,,,,SUPPRESSED,4e293baa-c76b-92af-94c5-200ff04e547f
344,242474,242474,تیران و کرون,,,,,,,,,SUPPRESSED,d618440e-5a1b-b84f-74bd-0465636d4885
345,242475,242475,ثلاث باباجانی,,,,,,,,,SUPPRESSED,56692933-4fa6-cd8e-bd12-954d5faa4f0a
346,242480,242480,جاجرم,242281,خراسان شمالی,False,,,,,,SUPPRESSED,2c736f62-4a24-5473-1cbd-8526bec72636
347,242485,242485,جاسک,242310,هرمزگان,False,,,,,,SUPPRESSED,dc211311-1158-d951-435f-33e9027b4191
348,242456,242456,جوین,242302,خراسان رضوی,False,,,,,,SUPPRESSED,da21c2f8-18fa-fea1-107d-9fa376edea5d
349,242750,242750,چاراویماق,242308,آذربایجان شرقی,False,,,,,,SUPPRESSED,7d1a5af0-9622-00d5-7838-ae2c2e9986ab
350,242351,242351,چالدران,242296,آذربایجان غربی,False,,,,,,SUPPRESSED,6c6050ae-9ec7-c327-4aab-abcf805085fe
351,242756,242756,چرداول,242283,ایلام,False,,,,,,SUPPRESSED,fcf86966-8463-ddf6-1a6b-a6bec9a0139c
352,242541,242541,چگینی,242284,لرستان‎,False,,,,,,SUPPRESSED,abc3bda1-4e02-5b92-e40c-0f20780b92ed
353,242463,242463,خاتم,242309,یزد,False,,,,,,SUPPRESSED,bb1a47cd-484c-3ea3-4317-e8688d30adb3
354,242780,242780,خانمیرزا,242286,چهارمحال و بختیاری,False,,,,,,SUPPRESSED,ac6457b9-7adb-951c-4c4c-8918ce0856ad
355,242465,242465,خداآفرین,,,,,,,,,SUPPRESSED,33a29b8c-f84d-07ec-5beb-e8a6cf74f51d
356,242466,242466,خدابنده,242291,زنجان,False,,,,,,SUPPRESSED,de8d2273-6d20-45df-f5ab-6e2425e143e1
357,242495,242495,خرم بید,242297,فارس,False,,,,,,SUPPRESSED,69298096-1624-feb6-c825-3aae65b32edd
358,242776,242776,خفر,242297,فارس,False,,,,,,SUPPRESSED,47a67271-4799-427e-226b-a0926e6a075d
359,242500,242500,خلیل آباد,242302,خراسان رضوی,False,,,,,,SUPPRESSED,d100bf54-3b13-99c1-645d-93fc2408f1e6
360,242503,242503,خمیر,242310,هرمزگان,False,,,,,,SUPPRESSED,711f2896-f5d0-96f2-3217-257d4c9fc7e0
361,242510,242510,خور و بیابانک,,,,,,,,,SUPPRESSED,08d95fb9-bc24-5b29-76bb-f4cdb1d15078
362,242513,242513,خوشاب,242302,خراسان رضوی,False,,,,,,SUPPRESSED,234ef19f-30c8-d2b9-95b8-eba2689c8b19
363,242516,242516,دالاهو,242287,کرمانشاه,False,,,,,,SUPPRESSED,6174832a-2a9e-0427-bed5-e7e7a642b62c
364,242504,242504,داورزن,242302,خراسان رضوی,False,,,,,,SUPPRESSED,beb7e524-28c7-3f3b-a696-eee641b25d19
365,242518,242518,درمیان,242303,خراسان جنوبی,False,,,,,,SUPPRESSED,f57d4f32-1e56-d135-2fd3-844c617a1e10
366,242521,242521,دشت آزادگان,242311,خوزستان,False,,,,,,SUPPRESSED,76825f53-aa01-ced7-e494-34f7430d0e7d
367,242522,242522,دشتستان,242298,بوشهر,False,,,,,,SUPPRESSED,833335f9-6794-465c-5870-a22ac00fedf8
368,242523,242523,دشتی,242298,بوشهر,False,,,,,,SUPPRESSED,9ad504b5-1beb-1ca0-f491-48f63e8336df
369,242524,242524,دلفان,242284,لرستان‎,False,,,,,,SUPPRESSED,e26d4f8d-1c4b-39e7-f316-7584b9b57fd1
370,242526,242526,دلگان,242304,سیستان و بلوچستان,False,,,,,,SUPPRESSED,83dd0bb7-85cf-b0be-9173-3ba4ae6102f8
371,242529,242529,دنا,242294,کهگیلویه و بویر احمد,False,,,,,,SUPPRESSED,ac370fb1-2369-87a4-5a1e-0383f6a2419a
372,242546,242546,دیر,242298,بوشهر,False,,,,,,SUPPRESSED,61a740e0-951a-ce88-d12e-20bb593043d9
373,242533,242533,دیلم,242298,بوشهر,False,,,,,,SUPPRESSED,3a644dff-9faa-0ba5-8d21-039e41e19898
374,242552,242552,راز و جرگلان,,,,,,,,,SUPPRESSED,444597fa-9e56-7c6b-e444-6a59f5d48027
375,242553,242553,رستم,242297,فارس,False,,,,,,SUPPRESSED,32974253-f4ac-c381-c145-0076e3ca2036
376,242557,242557,رشتخوار,242302,خراسان رضوی,False,,,,,,SUPPRESSED,bcce822a-b723-24d8-2b41-99e336998a67
377,242561,242561,رودان,242310,هرمزگان,False,,,,,,SUPPRESSED,f8e6ccf0-b2e7-91af-362e-39aa22dd2ac8
378,242565,242565,رودبار جنوب,,,,,,,,,SUPPRESSED,e036ca96-d021-01b2-7c47-0b0903cb0b2e
379,242567,242567,رومشکان,242284,لرستان‎,False,,,,,,SUPPRESSED,1944e3b4-0e6d-5620-3505-69d649054cdf
380,242569,242569,ریگان,242282,کرمان,False,,,,,,SUPPRESSED,c5bc3a85-2137-dd13-835a-ba7275704c41
381,242575,242575,زاوه,242302,خراسان رضوی,False,,,,,,SUPPRESSED,940ebbbf-d545-729e-1f0b-13b04e257065
382,242763,242763,زبرخان,242302,خراسان رضوی,False,,,,,,SUPPRESSED,6032da74-417f-3042-bf11-3e4e7406d387
383,242564,242564,زرندیه,242285,مرکزی,False,,,,,,SUPPRESSED,6dbbd5a0-7742-6c01-2ea4-be5e8144067b
384,242578,242578,زرین دشت,242297,فارس,False,,,,,,SUPPRESSED,3d3d6705-ed8e-6b64-2a5c-ce1347449a6f
385,242568,242568,زهک,242304,سیستان و بلوچستان,False,,,,,,SUPPRESSED,df004a7a-4ff2-ad9c-b740-35d16718f30e
386,242579,242579,زیرکوه,242303,خراسان جنوبی,False,,,,,,SUPPRESSED,5bddfe7c-22a5-2b6f-9417-08b2bce886a9
387,242583,242583,ساوجبلاغ,242307,البرز,True,,,,,,SUPPRESSED,a54823d8-f01c-7bbe-540f-31853a11facc
388,242615,242615,سپیدان,242297,فارس,False,,,,,,SUPPRESSED,504284ad-9037-8a4c-4f82-917fb0b56869
389,242572,242572,سرباز,242304,سیستان و بلوچستان,False,,,,,,SUPPRESSED,7bfc2de9-12ec-3bee-0247-0cf283aa57a4
390,242784,242784,سرچهان,,,,,,,,,SUPPRESSED,8e5f1e41-047e-fa72-e0c1-83e9e6cb35db
391,242588,242588,سرخس,242302,خراسان رضوی,False,,,,,,SUPPRESSED,fd8d75ae-6146-e98c-fe68-349c6a5fc915
392,242593,242593,سروآباد,242295,کردستان,False,,,,,,SUPPRESSED,7543d707-3a70-49a7-6f8b-876549660df4
393,242597,242597,سلسله,242284,لرستان‎,False,,,,,,SUPPRESSED,a1873031-3a2c-043c-44a2-09ea7339a4b0
394,242601,242601,سمیرم,242293,اصفهان,False,,,,,,SUPPRESSED,7fd0932d-dca7-9f4f-9371-f566d03870da
395,242604,242604,سوادکوه,242300,مازندران‎,False,,,,,,SUPPRESSED,164eed30-cce2-0d4c-9ebf-0234aa8a946a
396,242592,242592,سوادکوه شمالی,242300,مازندران‎,False,,,,,,SUPPRESSED,7ba142d8-1f2c-79c0-d4c7-c5a5c39037a5
397,242607,242607,سیب و سوران,,,,,,,,,SUPPRESSED,cacfe790-54fe-4035-b29a-344e5f74a246
398,242610,242610,سیروان,242283,ایلام,False,,,,,,SUPPRESSED,51fca56c-7301-45c9-ba2a-dda53e42e782
399,242594,242594,سیمرغ,242300,مازندران‎,False,,,,,,SUPPRESSED,fbd56e63-a6a9-72a8-c7ea-a28c0500ca79
400,242619,242619,شاهین شهر و میمه,,,,,,,,,SUPPRESSED,94b74a26-39ef-db75-d0b5-718164a2de73
401,242778,242778,ششتمد,242302,خراسان رضوی,False,,,,,,SUPPRESSED,b9e9d0e6-0bc3-e71c-8090-1da9a6feca9b
402,242626,242626,شهربابک,242282,کرمان,False,,,,,,SUPPRESSED,b3309d93-3172-3564-1c1f-1da999291390
403,242635,242635,طارم,242291,زنجان,False,,,,,,SUPPRESSED,ae7385a4-4329-c660-8484-67a44769ffd9
404,242636,242636,طوالش,242290,گیلان,True,,,,,,SUPPRESSED,99efd43c-a26a-0fd1-629d-c56b7a71fa1e
405,242639,242639,عسلویه,242298,بوشهر,False,,,,,,SUPPRESSED,0e545bce-3d3c-435f-4287-7624f90355a7
406,242640,242640,عنبرآباد,242282,کرمان,False,,,,,,SUPPRESSED,8dee66fc-0808-b0c2-bb21-c2b3f6296ec6
407,242406,242406,فاریاب,242282,کرمان,False,,,,,,SUPPRESSED,5f065f9d-8d52-ee04-6851-f305e44b6cc3
408,242647,242647,فریدن,242293,اصفهان,False,,,,,,SUPPRESSED,8418d3cf-6e8b-8182-b401-0cc251147094
409,242648,242648,فریدون شهر,242293,اصفهان,False,,,,,,SUPPRESSED,34bfcd97-814d-6e10-1a29-bc4f45e970c8
410,242654,242654,فنوج,242304,سیستان و بلوچستان,False,,,,,,SUPPRESSED,86fc1e84-bdaa-2366-7404-5112eb77863a
411,242655,242655,فهرج,242282,کرمان,False,,,,,,SUPPRESSED,8b88c4a0-2637-2b34-f645-a113d0ac0c37
412,242657,242657,فیروزآباد,242297,فارس,False,,,,,,SUPPRESSED,f4bf09f2-4404-110a-149b-573105c5d6a5
413,242481,242481,قصرقند,242304,سیستان و بلوچستان,False,,,,,,SUPPRESSED,391a0b6a-46d7-d11d-e353-3c53417e4a28
414,242482,242482,قلعه گنج,,,,,,,,,SUPPRESSED,764c0137-383d-a255-24b4-4084d4be2166
415,242659,242659,قیر و کارزین,,,,,,,,,SUPPRESSED,35a7ca1b-0718-5d05-202c-f9bd18235c11
416,242494,242494,کبودرآهنگ,242288,همدان,False,,,,,,SUPPRESSED,dd5842ce-a8d7-2f51-3164-6d1871358c28
417,242667,242667,کلات,242302,خراسان رضوی,False,,,,,,SUPPRESSED,4337d4fe-cd9f-a108-6712-3c88b7f29a33
418,242496,242496,کنگان,242298,بوشهر,False,,,,,,SUPPRESSED,ddc038fa-5907-eeda-5366-2a23456d463e
419,242675,242675,کهگیلویه,242294,کهگیلویه و بویر احمد,False,,,,,,SUPPRESSED,4b0df605-6815-dd9a-0f19-6074da3b79a5
420,242680,242680,کوثر,242299,اردبیل,False,,,,,,SUPPRESSED,c38c8261-2ad1-65c5-1556-ae49114fc39a
421,242783,242783,کوه‌چنار,,,,,,,,,SUPPRESSED,77b2671a-43cb-3479-c431-4dfa42ac20a9
422,242683,242683,کوهرنگ,242286,چهارمحال و بختیاری,False,,,,,,SUPPRESSED,5669b591-3aae-87dc-8128-2637f0fe9090
423,242779,242779,کوهسرخ,242302,خراسان رضوی,False,,,,,,SUPPRESSED,841959e7-224c-cf93-2587-724424695e3f
424,242684,242684,کیار,242286,چهارمحال و بختیاری,False,,,,,,SUPPRESSED,e97fbe89-ee6b-fb18-b09a-8feece3e41e9
425,242761,242761,گتوند,242311,خوزستان,False,,,,,,SUPPRESSED,40b488cd-05ca-0fb5-44ee-d7d04a4dfcc8
426,242765,242765,گرمه,242281,خراسان شمالی,False,,,,,,SUPPRESSED,880966da-6268-82bd-75ea-5937b0791635
427,242742,242742,گمیشان,242301,گلستان,False,,,,,,SUPPRESSED,a70ec22a-862e-60d3-c259-b377bfb54385
428,242770,242770,گناباد,242302,خراسان رضوی,False,,,,,,SUPPRESSED,4caf425d-92e9-c872-b87a-d804eb402f65
429,242771,242771,گناوه,242298,بوشهر,False,,,,,,SUPPRESSED,c3876543-8137-7bbf-c30e-b887d3928892
430,242685,242685,لارستان,242297,فارس,False,,,,,,SUPPRESSED,b885cc79-2fbf-ae10-bd40-9e562b163723
431,242686,242686,لالی,242311,خوزستان,False,,,,,,SUPPRESSED,15a40842-402b-941a-d519-4fd77c5c97ac
432,242528,242528,لنجان,242293,اصفهان,True,,,,,,SUPPRESSED,d5798bae-892d-b0b5-3afb-da41fda0aa53
433,242535,242535,مانه و سملقان,,,,,,,,,SUPPRESSED,da4236d4-18b7-c8af-a285-de3dc26b7ad5
434,242690,242690,ماه نشان,242291,زنجان,False,,,,,,SUPPRESSED,41e49664-bdc9-15a4-302b-f6ae66cc9172
435,242693,242693,محمودآباد,242300,مازندران‎,True,,,,,,SUPPRESSED,a86a47f6-258c-9edf-b71b-9af01254045d
436,242700,242700,ملکشاهی,242283,ایلام,False,,,,,,SUPPRESSED,4c9c5618-ac35-6f4c-6a53-b5c4d19b0043
437,242701,242701,ممسنی,242297,فارس,False,,,,,,SUPPRESSED,1e9ab1f3-4870-f9f7-54f5-77c516c3bbf5
438,242702,242702,منوجان,242282,کرمان,False,,,,,,SUPPRESSED,49888132-96fc-2dcf-70c4-bbe0f2683828
439,242707,242707,مهرستان,242304,سیستان و بلوچستان,False,,,,,,SUPPRESSED,59401371-d57f-11aa-1be0-3beebaae07ac
440,242703,242703,مه ولات,242302,خراسان رضوی,False,,,,,,SUPPRESSED,0df60f75-7f58-546b-aa16-b5c7d9cf4a8d
441,242711,242711,میاندورود,242300,مازندران‎,False,,,,,,SUPPRESSED,4e8a0338-4fcf-9ab6-5aef-a9749a51509e
442,242576,242576,نرماشیر,242282,کرمان,False,,,,,,SUPPRESSED,a0b925ed-1d15-d1e6-822d-f2a0a20de0d6
443,242605,242605,نظرآباد,242307,البرز,True,,,,,,SUPPRESSED,57737d26-5d46-4dca-25f7-1d16eed0fe7e
444,242734,242734,نیمروز,242304,سیستان و بلوچستان,False,,,,,,SUPPRESSED,754323fc-fd59-bbd2-c491-a71abd8aae3e
445,242735,242735,هامون,242304,سیستان و بلوچستان,False,,,,,,SUPPRESSED,b593a7b3-7d81-5620-f3ca-f997d9dad1a6
446,242737,242737,هریس,242308,آذربایجان شرقی,False,,,,,,SUPPRESSED,136f4c0d-1c02-23b2-6a74-698209e1c78f
447,242782,242782,هلیلان,242283,ایلام,False,,,,,,SUPPRESSED,62d325a9-9ad2-ebc7-3a75-f37f55156a80
448,242743,242743,هویزه,242311,خوزستان,False,,,,,,SUPPRESSED,e1011805-db21-d97c-e380-0b2e5d45a213
449,242697,242697,هیرمند,242304,سیستان و بلوچستان,False,,,,,,SUPPRESSED,ffb26619-3f56-2375-9dd9-b8e874c42c51
450,242745,242745,ورزقان,242308,آذربایجان شرقی,False,,,,,,SUPPRESSED,7fbe9b70-ad43-a229-1b75-72cbd671e751
