city_label,city_id,city_name_fa,district_number,area_name_fa,area_id,native_key,level,sale_history,sale_history_periods,sale_history_first_period,sale_history_last_period,sale_history_latest_sample_size,sale_history_latest_trust,rent_current,rent_current_period,rent_current_metrics,rent_current_sample_size,rent_history,rent_history_note,supply,supply_points,supply_latest_period,floor_area,floor_area_period,floor_area_listing_n,forecast,forecast_after_period,forecast_horizon_months,notes
tabriz,242459,تبریز,2,منطقه 2,257a0bec-e1f0-b00c-c92b-6c4690b926fe,242459:2,MUNICIPAL_AREA,yes,37,1400-06,1405-05,4998,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,4998,yes,1405-05,6,ASKING_RENT present but empty
tabriz,242459,تبریز,3,منطقه 3,1c73b386-7f13-bb5f-81cd-0a9e7b67c4ff,242459:3,MUNICIPAL_AREA,yes,27,1400-06,1405-05,3828,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,3828,yes,1405-05,6,ASKING_RENT present but empty
tabriz,242459,تبریز,4,منطقه 4,03d083af-55eb-1ae8-9ce5-a704933232c0,242459:4,MUNICIPAL_AREA,yes,48,1400-06,1405-05,4271,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,4271,yes,1405-05,6,ASKING_RENT present but empty
tabriz,242459,تبریز,5,منطقه 5,214cfbd7-44a4-f77d-74b5-55fb8bfa1b0b,242459:5,MUNICIPAL_AREA,yes,29,1400-06,1405-05,4849,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,4849,yes,1405-05,6,ASKING_RENT present but empty
tabriz,242459,تبریز,6,منطقه 6,e8dd59bb-ba2b-a7d0-7cb8-dcc5d1e5384b,242459:6,MUNICIPAL_AREA,yes,27,1400-06,1405-05,2216,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,2216,yes,1405-05,6,ASKING_RENT present but empty
tabriz,242459,تبریز,7,منطقه 7,1e850eee-4864-afd8-14dc-0c9773624237,242459:7,MUNICIPAL_AREA,yes,24,1400-06,1405-05,4796,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,4796,yes,1405-05,6,ASKING_RENT present but empty
tabriz,242459,تبریز,8,منطقه 8,c4c5c315-c198-042e-77ae-03d71bea1b87,242459:8,MUNICIPAL_AREA,yes,31,1402-08,1405-05,1391,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,1391,yes,1405-05,6,ASKING_RENT present but empty
tabriz,242459,تبریز,9,منطقه 9,9ecd9bf9-d489-1d21-a63c-82a771c85152,242459:9,MUNICIPAL_AREA,yes,20,1403-10,1405-05,1479,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,1479,yes,1405-05,6,ASKING_RENT present but empty
tabriz,242459,تبریز,10,منطقه 10,2f86aa8b-cdb8-3dc3-2be2-dbf9d384aa6d,242459:10,MUNICIPAL_AREA,yes,33,1400-06,1405-05,1877,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,1877,yes,1405-05,6,ASKING_RENT present but empty
qom,242483,قم,1,منطقه 1,56c0c3e6-791f-8658-c563-699e6b91e806,242483:1,MUNICIPAL_AREA,yes,17,1401-10,1404-08,1102,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,9,1404-06,yes,1404-08,1102,yes,1405-05,6,ASKING_RENT present but empty
qom,242483,قم,2,منطقه 2,9dfd62b8-8116-1d58-dad3-18f2d8e9beee,242483:2,MUNICIPAL_AREA,yes,7,1404-02,1404-08,271,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-06,yes,1404-08,271,yes,1405-05,6,ASKING_RENT present but empty
qom,242483,قم,3,منطقه 3,bce95e67-9511-8c0a-901d-1c84ca4cd212,242483:3,MUNICIPAL_AREA,yes,10,1403-06,1404-08,334,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-06,yes,1404-08,334,yes,1405-05,6,ASKING_RENT present but empty
qom,242483,قم,4,منطقه 4,c5d27b2e-a003-cc97-cc1b-4f66afe591b7,242483:4,MUNICIPAL_AREA,yes,35,1401-10,1405-04,2,MODELED,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,7,1405-02,yes,1405-04,2,yes,1405-05,6,ASKING_RENT present but empty
qom,242483,قم,5,منطقه 5,a18abb94-46a8-0c70-b0bc-9242de0751e5,242483:5,MUNICIPAL_AREA,yes,15,1401-09,1404-08,190,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-06,yes,1404-08,190,yes,1405-05,6,ASKING_RENT present but empty
qom,242483,قم,6,منطقه 6,19d9c9f6-bb6b-7880-3fa8-c3cba93e6eda,242483:6,MUNICIPAL_AREA,yes,18,1401-10,1404-08,751,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,9,1404-06,yes,1404-08,751,yes,1405-05,6,ASKING_RENT present but empty
qom,242483,قم,7,منطقه 7,3f940033-dbb1-d4b3-6758-dacba211daab,242483:7,MUNICIPAL_AREA,yes,22,1402-02,1404-11,1,MODELED,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,11,1404-09,yes,1404-11,1,yes,1405-05,6,ASKING_RENT present but empty
qom,242483,قم,8,منطقه 8,c15c1aef-ec77-629f-4079-5187d751a191,242483:8,MUNICIPAL_AREA,yes,7,1404-02,1404-08,1566,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-06,yes,1404-08,1566,yes,1405-05,6,ASKING_RENT present but empty
ahvaz,242398,اهواز,1,منطقه 1,7a82010f-1b7d-cc68-9c4d-dbebce362695,242398:1,MUNICIPAL_AREA,yes,30,1399-12,1404-08,578,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,9,1404-06,yes,1404-08,578,yes,1405-05,6,ASKING_RENT present but empty
ahvaz,242398,اهواز,2,منطقه 2,3197b4c6-d54d-4543-0596-d281cd0be735,242398:2,MUNICIPAL_AREA,yes,24,1400-07,1404-08,2010,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,9,1404-06,yes,1404-08,2010,yes,1405-05,6,ASKING_RENT present but empty
ahvaz,242398,اهواز,3,منطقه 3,17830323-a333-7bf3-c5f5-1fd648b5f1ca,242398:3,MUNICIPAL_AREA,yes,30,1400-01,1404-08,1407,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,9,1404-06,yes,1404-08,1407,yes,1405-05,6,ASKING_RENT present but empty
ahvaz,242398,اهواز,4,منطقه 4,5cbecc74-f488-1d40-057b-02c7eaa4f13b,242398:4,MUNICIPAL_AREA,yes,27,1400-06,1405-05,2,MODELED,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,4,1405-05,yes,1405-05,2,yes,1405-05,6,ASKING_RENT present but empty
ahvaz,242398,اهواز,5,منطقه 5,25d9ee8b-3ad5-677a-26da-cf50eb2210e0,242398:5,MUNICIPAL_AREA,yes,14,1402-02,1404-08,601,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,9,1404-06,yes,1404-08,601,yes,1405-05,6,ASKING_RENT present but empty
ahvaz,242398,اهواز,6,منطقه 6,c27d3b6b-c5d6-a507-8ee5-fafaf6c983ad,242398:6,MUNICIPAL_AREA,yes,14,1402-02,1404-08,426,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,9,1404-06,yes,1404-08,426,yes,1405-05,6,ASKING_RENT present but empty
ahvaz,242398,اهواز,7,منطقه 7,a0c60635-9bf9-a8a0-13dd-2dee183bb708,242398:7,MUNICIPAL_AREA,yes,20,1400-08,1404-08,412,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,9,1404-06,yes,1404-08,412,yes,1405-05,6,ASKING_RENT present but empty
ahvaz,242398,اهواز,8,منطقه 8,284ed248-cb36-29e7-8ed9-4bbde71734f8,242398:8,MUNICIPAL_AREA,yes,23,1400-06,1405-05,1,MODELED,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,4,1405-03,yes,1405-05,1,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,1,منطقه 1,fb55f9d4-9edc-e75c-d6ed-cadc6a053d14,242382:1,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,2,منطقه 2,dedfdbde-6b7f-337f-7c10-b7c0e7e4475a,242382:2,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,3,منطقه 3,ad153c3b-636d-7f58-1c3e-fa81dd6d3558,242382:3,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,4,منطقه 4,07823aec-c395-924b-c345-b1a7a84c5cfe,242382:4,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,5,منطقه 5,ed6372eb-d151-9d20-46ca-81bf656e0243,242382:5,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,6,منطقه 6,b4a93332-afa0-a11d-faf9-8305ce5386dd,242382:6,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,7,منطقه 7,53b6d904-fee5-a91d-fb14-7ea61031bf22,242382:7,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,10,منطقه 10,c4ca7fba-9a25-5f58-84e8-0965aeaa2e21,242382:10,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,11,منطقه 11,cf9ad17c-6ed9-a7a6-e1c8-653769ae2ed5,242382:11,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,12,منطقه 12,eec5f644-8938-919e-e251-37bfc1fdf780,242382:12,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,14,منطقه 14,9955e549-37fa-cac0-2332-4fcd29b00b2f,242382:14,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,21,منطقه 21,1fb3e8b8-0d98-1ac4-32f9-997ab3e1fdfe,242382:21,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
urumia,242382,ارومیه,22,منطقه 22,7d4d33fb-e1bb-afa1-336b-3cd93f858975,242382:22,MUNICIPAL_AREA,yes,11,1401-09,1404-04,368,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,5,1404-02,yes,1404-04,368,yes,1405-05,6,ASKING_RENT present but empty
rasht,242556,رشت,1,منطقه 1,1893408d-ca96-979b-c24c-2915e158283a,242556:1,MUNICIPAL_AREA,yes,54,1400-06,1405-05,9252,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,9252,yes,1405-05,6,ASKING_RENT present but empty
rasht,242556,رشت,2,منطقه 2,8b4e344f-d9de-2d81-1292-78ceef313c4a,242556:2,MUNICIPAL_AREA,yes,32,1400-06,1405-05,2669,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,2669,yes,1405-05,6,ASKING_RENT present but empty
rasht,242556,رشت,3,منطقه 3,c36bce22-5446-9cfb-fdc1-70dfaf56d510,242556:3,MUNICIPAL_AREA,yes,41,1400-06,1405-05,3880,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,3880,yes,1405-05,6,ASKING_RENT present but empty
rasht,242556,رشت,4,منطقه 4,424ad42e-a515-1f5e-03f5-9c982ea89c67,242556:4,MUNICIPAL_AREA,yes,40,1400-06,1405-05,5801,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,5801,yes,1405-05,6,ASKING_RENT present but empty
rasht,242556,رشت,5,منطقه 5,079c15c8-a6ef-734f-c4fd-181466ee1048,242556:5,MUNICIPAL_AREA,yes,30,1400-06,1405-05,2651,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,2651,yes,1405-05,6,ASKING_RENT present but empty
